HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Gender,Answer.age,Answer.reasons,Answer.timesSeenDr,Answer.yourGender,Approve,Reject
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3OE22WJIGJARGSYOZEXGYT7EWDBUQ5,A1GKTC682SWY23,Submitted,Fri Aug 03 16:04:47 PDT 2018,Fri Aug 03 16:11:24 PDT 2018,Mon Aug 06 16:11:24 PDT 2018,,,,397,0% (0/0),0% (0/0),0% (0/0),Female,30,"I am a female, so I trust my own gender to not be inappropriate or anything like that. I was sexually abused as a child and feel more in control with a woman doctor.",1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,33OOO72IVI78ME9GUR6B9SWV9K4CTS,AG5KT50HA6LBB,Submitted,Fri Aug 03 16:04:47 PDT 2018,Fri Aug 03 16:11:27 PDT 2018,Mon Aug 06 16:11:27 PDT 2018,,,,400,0% (0/0),0% (0/0),0% (0/0),Female,27,"I prefer female doctors as well. I feel uncomfortable with a male doctors, I feel shy because I need a doctor in my same gender.I can tell everything openly to a female physician.",11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3570Y55XZQ5HKCOF6JPT709PMEDYGC,A3AFC26CB0AXMI,Submitted,Fri Aug 03 16:04:51 PDT 2018,Fri Aug 03 16:11:40 PDT 2018,Mon Aug 06 16:11:40 PDT 2018,,,,409,0% (0/0),0% (0/0),0% (0/0),Either,32,"it really doesn't matter as long as i'm not going to them to discuss man part issues i would feel equally comfortable, but if i were to have that type of issue i would definitely ask to see one of the male doctors at the office",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3ZY8KE4ISKPRT7NO447LUF9XAKLQVR,A1ZDR2UN7M92LI,Submitted,Fri Aug 03 16:11:10 PDT 2018,Fri Aug 03 16:11:41 PDT 2018,Mon Aug 06 16:11:41 PDT 2018,,,,31,0% (0/0),0% (0/0),0% (0/0),Either,34,I feel comfortable talking to a man or woman about any issues.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,37QW5D2ZRH85VB6OOFLGX14QHA4S8C,AROOCBM042SJD,Submitted,Fri Aug 03 16:04:26 PDT 2018,Fri Aug 03 16:11:45 PDT 2018,Mon Aug 06 16:11:45 PDT 2018,,,,439,100% (1/1),100% (1/1),0% (0/0),Female,33,I feel like I could relate more with a female than a male. Female would have more knowledge about my anatomy than a male. She could empathize with me about things that I am going through.,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3U0SRXB7CEREX3TFFSAUPOPPK3MNR9,A3CXK1KSRGU27V,Submitted,Fri Aug 03 16:06:05 PDT 2018,Fri Aug 03 16:12:04 PDT 2018,Mon Aug 06 16:12:04 PDT 2018,,,,359,100% (1/1),100% (1/1),0% (0/0),Either,28,I have had both female and male doctors in my life and I believe that they were all more or less very close in medical knowledge and skilled in practice.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,35DR22AR5E6RQVMH68W75SD7G3L3XA,AR4XFM7G1W0VQ,Submitted,Fri Aug 03 16:10:58 PDT 2018,Fri Aug 03 16:12:12 PDT 2018,Mon Aug 06 16:12:12 PDT 2018,,,,74,0% (0/0),0% (0/0),0% (0/0),Either,39,It would not make a difference whether my PCP was male or female. I would feel comfortable either way.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3SEPORI8WOLGFBLHG5Z2PL7OUD7AZ6,A32U64W0S9PUA3,Submitted,Fri Aug 03 16:07:06 PDT 2018,Fri Aug 03 16:12:43 PDT 2018,Mon Aug 06 16:12:43 PDT 2018,,,,337,0% (0/0),0% (0/0),0% (0/0),Male,24,"It feels natural with the same sex. I will not get bad intentions in my head with the same sex. I'm more comfortable with a male doctor, it's been that way my whole life.",1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3TDXMTX3CCGTXJK4QOU49L2C2HE6IE,A2YLK83DQ6PA5Y,Submitted,Fri Aug 03 16:06:14 PDT 2018,Fri Aug 03 16:12:49 PDT 2018,Mon Aug 06 16:12:49 PDT 2018,,,,395,0% (0/0),0% (0/0),0% (0/0),Male,41,Women don't listen to the words coming out of my mouth and proceed as if they reject reality and substitute their own.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,358UUM7WR0PPUI1SZLT5TR3ZKOGR71,A25D66AC4QUW2U,Submitted,Fri Aug 03 16:05:19 PDT 2018,Fri Aug 03 16:12:49 PDT 2018,Mon Aug 06 16:12:49 PDT 2018,,,,450,0% (0/0),0% (0/0),0% (0/0),Female,59,I can relate to female doctors.  I think that they understand my anatomy better since I am a woman.,6-10,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3LOTDFNYA8L7H7XKGY1N4IOXAREFWW,AR4UI9K92BUT3,Submitted,Fri Aug 03 16:04:48 PDT 2018,Fri Aug 03 16:12:56 PDT 2018,Mon Aug 06 16:12:56 PDT 2018,,,,488,0% (0/0),0% (0/0),0% (0/0),Either,68,"I always try to choose the best doc, no matter whether they are male or female.",11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3TXD01ZLD53KRNBQ1HQ3VQ690LV4UZ,A1DUPOUC9RNU4L,Submitted,Fri Aug 03 16:05:38 PDT 2018,Fri Aug 03 16:13:05 PDT 2018,Mon Aug 06 16:13:05 PDT 2018,,,,447,0% (0/0),0% (0/0),0% (0/0),Either,57,I tend to gauge the warmth of the person rather than the gender.,6-10,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3DHE4R9OCXXRJRV8DYIYYW8K7ZJG2E,A3GJ9W2VNUWRHA,Submitted,Fri Aug 03 16:04:50 PDT 2018,Fri Aug 03 16:13:12 PDT 2018,Mon Aug 06 16:13:12 PDT 2018,,,,502,100% (1/1),100% (1/1),0% (0/0),Either,23,"It doesn't depend on the gender, the only point we should follow is medicine. That's it.",6-10,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,35BLDD71I7J07ZOFR0QYL8L1FN5ZVT,A19L8SNH73AX1Z,Submitted,Fri Aug 03 16:04:46 PDT 2018,Fri Aug 03 16:13:26 PDT 2018,Mon Aug 06 16:13:26 PDT 2018,,,,520,100% (1/1),0% (0/0),0% (0/0),Female,54,"I think that female physicians spend more time with me as their patient, as well as listen more carefully and this gives them a better understanding of my symptoms, etc.",0,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3YWRV122CTLLAOYSDKGGC2ME27PU8U,A1Z8AOIDT5IV43,Submitted,Fri Aug 03 16:04:33 PDT 2018,Fri Aug 03 16:13:49 PDT 2018,Mon Aug 06 16:13:49 PDT 2018,,,,556,0% (0/0),0% (0/0),0% (0/0),Either,30,I generally don't care I'm just there to get something checked out or get a prescription so neither bothers me. If she was incredibly attractive and she was viewing me naked that would make me feel awkward though.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3AAJC4I4FHERG4OLABCFIKA7K0YJZS,A1V2H0UF94ATWY,Submitted,Fri Aug 03 16:04:30 PDT 2018,Fri Aug 03 16:13:50 PDT 2018,Mon Aug 06 16:13:50 PDT 2018,,,,560,100% (3/3),0% (0/0),0% (0/0),Male,59,"I am comfortable with either gender; I might have a slight preference towards woman physicians but not enough to say that I am ""more"" comfortable.",1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3L0KT67Y8F2KAHX61JJAWESSAP7SYQ,A3CZ2S6TCQTJBK,Submitted,Fri Aug 03 16:04:38 PDT 2018,Fri Aug 03 16:14:06 PDT 2018,Mon Aug 06 16:14:06 PDT 2018,,,,568,0% (0/0),0% (0/0),0% (0/0),Male,53,"If I need to discuss sexual problems, I would rather speak to a male doctor. I would be able to relate better to him and be more open",1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3DIP6YHAPDE4LS16NK1B8K0BGJX8ET,A2APPZDU0VS9LN,Submitted,Fri Aug 03 16:06:05 PDT 2018,Fri Aug 03 16:14:15 PDT 2018,Mon Aug 06 16:14:15 PDT 2018,,,,490,0% (0/0),0% (0/0),0% (0/0),Female,37,"I am a woman, born a woman, have the reproductive organs of a woman and feel like a woman.",1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,33CID57105FWQ15SSPTJUYIK9U53LI,AZLU5JWFIZVMD,Submitted,Fri Aug 03 16:05:02 PDT 2018,Fri Aug 03 16:15:11 PDT 2018,Mon Aug 06 16:15:11 PDT 2018,,,,609,0% (0/0),0% (0/0),0% (0/0),Male,33,I feel uncomfortable with female doctors even though I am sure that they are as capable.  It is just my personal preference.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3RXPCZQMQQXKU6DCUUIKTDYFFT5G1X,A1GKD3NG1NNHRP,Submitted,Fri Aug 03 16:04:50 PDT 2018,Fri Aug 03 16:17:06 PDT 2018,Mon Aug 06 16:17:06 PDT 2018,,,,736,0% (0/0),0% (0/0),0% (0/0),Female,58,more comfortable talking about female problems to a female,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3IQ1VMJRYU619K34C753CX5VFAGA9O,A3IF13XHP5UPO2,Submitted,Fri Aug 03 16:04:47 PDT 2018,Fri Aug 03 16:18:39 PDT 2018,Mon Aug 06 16:18:39 PDT 2018,,,,832,0% (0/0),0% (0/0),0% (0/0),Either,25,"I like making a lot of research about my illnesses before visiting the doctor, so that i am effective when explaining my problem. As long as the doctor understands my problem very well, am good.",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3ZV9H2YQQETC1VHRW30L39Z07193WB,AJRY9ALX8069Y,Submitted,Fri Aug 03 16:05:07 PDT 2018,Fri Aug 03 16:19:01 PDT 2018,Mon Aug 06 16:19:01 PDT 2018,,,,834,100% (1/1),100% (1/1),0% (0/0),Female,34,"I prefer someone my own gender for discussing feminine issues and doing exams that are uncomfortable or embarrassing. However, what matters to me most is that the doctor has a good bedside manner, whether he is male or female. That makes a HUGE difference.",11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3VAR3R6G1QNQXJEVHY47DWUPKL38OX,A10F0OVV7A0U74,Submitted,Fri Aug 03 16:06:07 PDT 2018,Fri Aug 03 16:19:11 PDT 2018,Mon Aug 06 16:19:11 PDT 2018,,,,784,0% (0/0),0% (0/0),0% (0/0),Female,39,"I just feel like a female has a better understanding of a patient's needs, in general, and that women have more empathy and are more understanding than males are.",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,32ZKVD547G9KDSJG1C4PGVMFX0RB33,A7T06JMP6BTDS,Submitted,Fri Aug 03 16:05:02 PDT 2018,Fri Aug 03 16:24:54 PDT 2018,Mon Aug 06 16:24:54 PDT 2018,,,,1192,0% (0/0),0% (0/0),0% (0/0),Either,27,I care about the personality of the doctor rather then gender.  I believe gender will not be an accurate sign of a good doctor but rather he they interact,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3YT88D1N09KL6VNA7PHIFY55KUZK3V,A4J4GGMKJ68L0,Submitted,Fri Aug 03 16:04:31 PDT 2018,Fri Aug 03 16:28:50 PDT 2018,Mon Aug 06 16:28:50 PDT 2018,,,,1459,0% (0/0),0% (0/0),0% (0/0),Male,24,"I find it easier to talk to other males about my medical issues. I feel that they are more understanding and less judgemental than females. I know it's stupid to think that but I really can't help it. If I have some sort of sex related issues, I wouldn't want to divulge it to another female, no matter her profession.",1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,39PAAFCODNM4LNFGL81GZKKKURXTVL,ACVJ6IUO9QM4R,Submitted,Fri Aug 03 16:19:18 PDT 2018,Fri Aug 03 16:31:05 PDT 2018,Mon Aug 06 16:31:05 PDT 2018,,,,707,0% (0/0),0% (0/0),0% (0/0),Male,35,I am extremely comfortable but it depends on the person. My MS Specialist is a female as is my regular neurologist and both are fantastic. But i've had other females that weren't good at all.,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3W92K5RLWV320L4QKCJIW4E6EOXV5I,AIBFR88A00FP3,Submitted,Fri Aug 03 16:04:54 PDT 2018,Fri Aug 03 16:32:00 PDT 2018,Mon Aug 06 16:32:00 PDT 2018,,,,1626,0% (0/0),0% (0/0),0% (0/0),Female,34,I am more comfortable with a female doctor because I feel like she would know the workings of how a females body is supposed to be healthy,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3ZPPDN2SLWI4ZXKGSC7P8GVM0PEE9N,A3358U09D6RYBU,Submitted,Fri Aug 03 16:05:12 PDT 2018,Fri Aug 03 16:33:14 PDT 2018,Mon Aug 06 16:33:14 PDT 2018,,,,1682,0% (0/0),0% (0/0),0% (0/0),Female,39,"because I'm female?  just easier to talk to and feel more comfortable, expecially when clothes are coming off for something",11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3KB8R4ZV1FTL74V4WRB9ZPBO15RGBB,A3TUJHF9LW3M8N,Submitted,Fri Aug 03 16:37:08 PDT 2018,Fri Aug 03 16:37:55 PDT 2018,Mon Aug 06 16:37:55 PDT 2018,,,,47,0% (0/0),0% (0/0),0% (0/0),Either,27,I don't care who it is as long as they are competent,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,32M8BPYGAU8VUC9A213QLCF1WWDGIO,A27CEAL8PWSAG5,Submitted,Fri Aug 03 16:39:10 PDT 2018,Fri Aug 03 16:59:12 PDT 2018,Mon Aug 06 16:59:12 PDT 2018,,,,1202,0% (0/0),0% (0/0),0% (0/0),Male,42,"As long as they are professional, courtesy and knowledgeable it doesn't matter to me what gender they are. I just want some who truly cares about people.",6-10,Female,,
30UZJB2POHYG1S4EA08AOPR22ZK536,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Thu Aug 02 17:43:09 PDT 2018,10,BatchId:3326900;OriginalHitTemplateId:920937332;,1800,259200,Fri Aug 03 17:43:09 PDT 2018,,,352YTHGROWZFM1561IJ4CBHJ6ZW4H9,A1PUHCEBSOWETV,Approved,Thu Aug 02 17:43:19 PDT 2018,Thu Aug 02 18:06:44 PDT 2018,Sun Aug 05 18:06:44 PDT 2018,Fri Aug 03 16:01:54 PDT 2018,,,1405,100% (2/2),100% (2/2),100% (1/1),Male,21,To be perfect honest I'm less worried about getting a hardon if I'm with a male doctor. It isn't a huge deal either way but that is my reason.,6-10,Male,,
30UZJB2POHYG1S4EA08AOPR22ZK536,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Thu Aug 02 17:43:09 PDT 2018,10,BatchId:3326900;OriginalHitTemplateId:920937332;,1800,259200,Fri Aug 03 17:43:09 PDT 2018,,,3BEFOD78W7F1EF6HSFZH4GPFNLV4MI,A1U5BE8XJRXKW3,Approved,Thu Aug 02 17:43:23 PDT 2018,Thu Aug 02 17:47:07 PDT 2018,Sun Aug 05 17:47:07 PDT 2018,Fri Aug 03 16:01:54 PDT 2018,,,224,100% (1/1),100% (1/1),100% (1/1),Female,37,"I am gay. I feel that women make me feel more comfortable, because I'm not sexually interested or attracted to them.",1-5,Male,,
30UZJB2POHYG1S4EA08AOPR22ZK536,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Thu Aug 02 17:43:09 PDT 2018,10,BatchId:3326900;OriginalHitTemplateId:920937332;,1800,259200,Fri Aug 03 17:43:09 PDT 2018,,,3LJ7UR74RIZ7WXRH4GEHHVEFSB54NI,A16TP8YGKE1FJ5,Approved,Thu Aug 02 17:43:23 PDT 2018,Thu Aug 02 18:02:10 PDT 2018,Sun Aug 05 18:02:10 PDT 2018,Fri Aug 03 16:01:55 PDT 2018,,,1127,100% (1/1),100% (1/1),100% (1/1),Either,50,AShe long as they are qualified and can help me im good with either,6-10,Male,,
30UZJB2POHYG1S4EA08AOPR22ZK536,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Thu Aug 02 17:43:09 PDT 2018,10,BatchId:3326900;OriginalHitTemplateId:920937332;,1800,259200,Fri Aug 03 17:43:09 PDT 2018,,,3PEIJLRY6UFOHTO5GS79APO4EIDWXF,A1P6OXEJ86HQRM,Approved,Thu Aug 02 17:43:21 PDT 2018,Thu Aug 02 17:45:30 PDT 2018,Sun Aug 05 17:45:30 PDT 2018,Fri Aug 03 16:01:55 PDT 2018,,,129,100% (2/2),100% (2/2),100% (1/1),Either,36,I just want the most qualified and best physician I can find. That's my only objective in choosing a physician. There are no good reasons to think a male or a female will be inherently better than the other.,1-5,Male,,
